,t,price,chg,value
0,2022-02-13,42242.10014713128,,0.8349041393257628
1,2022-02-14,42601.715072115156,0.008513187642927855,0.8372319941117911
2,2022-02-15,44600.784173821485,0.0469246155541474,0.8439563915752409
3,2022-02-16,43980.5145592428,-0.013907145940782573,0.8428083740245303
4,2022-02-17,40548.839847068106,-0.07802716149562439,0.8458838339373672
5,2022-02-18,40031.590538056174,-0.012756204886817057,0.8464397069554251
6,2022-02-19,40127.36921662781,0.0023925773941104733,0.8487026340793895
7,2022-02-20,38460.391217218545,-0.04154217014352668,0.8493933379001223
8,2022-02-21,37012.56063944516,-0.03764471790201651,0.8470484085004342
9,2022-02-22,38314.64973454055,0.03517965449025762,0.8499073456912734
10,2022-02-23,37311.625612215976,-0.02617860607558553,0.8476248333644568
11,2022-02-24,38305.92776288476,0.026648588324793998,0.86070037705896
12,2022-02-25,39216.70043785011,0.023776285503462224,0.8588520115086026
13,2022-02-26,39048.12227487686,-0.004298631988185808,0.8636496468436725
14,2022-02-27,37721.43341561039,-0.03397574023988481,0.8616289665294583
15,2022-02-28,43204.6016302955,0.14535948711895985,0.8702650347028881
16,2022-03-01,44348.19642695179,0.026469282287153062,0.8662778887194549
17,2022-03-02,43936.409710091975,-0.009285309212925807,0.8667343575898634
18,2022-03-03,42459.603765909036,-0.033612349163880895,0.8704371560340914
19,2022-03-04,39146.88446939763,-0.07802049483964335,0.8651438618321857
20,2022-03-05,39416.46268753545,0.006886326250268082,0.8650297289881257
21,2022-03-06,38423.618936056046,-0.02518855533409825,0.864614303507875
22,2022-03-07,38018.649504925204,-0.010539596278132612,0.8619949539934575
23,2022-03-08,38726.30210218777,0.018613301799973003,0.8611603207264048
24,2022-03-09,41977.383461872,0.0839502142782842,0.8632952024417314
25,2022-03-10,39455.231918722646,-0.06008358156577864,0.8644018165005667
26,2022-03-11,38811.49634111457,-0.01631559482235867,0.8526831484213188
27,2022-03-12,38934.943562897264,0.0031806869979378316,0.8533322527652748
28,2022-03-13,37835.34056652247,-0.02824205959354853,0.8535209179615484
29,2022-03-14,39618.09329122494,0.047118717527281584,0.8560421943673016
30,2022-03-15,39322.548492400296,-0.007459844083160472,0.8612212254970013
31,2022-03-16,41144.92683386696,0.04634435994958119,0.8569364056223856
32,2022-03-17,40948.66565644693,-0.004769996996530801,0.8578284081713495
33,2022-03-18,41819.07160191575,0.021256027064993743,0.8564831550279676
34,2022-03-19,42189.93851884893,0.00886836801312918,0.8652795916561815
35,2022-03-20,41245.0600499595,-0.022395824740709003,0.8645496494297633
36,2022-03-21,41080.71049313168,-0.003984708874923415,0.8618778189453312
37,2022-03-22,42356.043586636035,0.031044572457372244,0.8596059310467509
38,2022-03-23,42893.50667956705,0.012689171306372815,0.8579132575100589
39,2022-03-24,43957.60834926645,0.02480798964861264,0.85817908440083
40,2022-03-25,44383.25712701017,0.009683165070349498,0.8482647031394248
41,2022-03-26,44521.22390547208,0.0031085320770194436,0.8480032618160918
42,2022-03-27,46823.671757069,0.05171573576875388,0.8471083471805699
43,2022-03-28,47063.11400761026,0.005113700860187365,0.8344813355484941
44,2022-03-29,47488.167076256184,0.009031554277882936,0.8342196541354738
45,2022-03-30,47098.9030284521,-0.008197074592898201,0.8388149327191803
46,2022-03-31,45558.26359492149,-0.03271072858320967,0.838017770290406
47,2022-04-01,46259.21355292148,0.01538579179032018,0.8385646605996477
48,2022-04-02,45892.87697835152,-0.007919213199568564,0.8370533693584815
49,2022-04-03,46440.88788145864,0.011941088447464887,0.8463943874161879
50,2022-04-04,46617.08557999999,0.0037940208850248958,0.8513873505723163
51,2022-04-05,45581.29363685984,-0.02221914841421435,0.8587306430193626
52,2022-04-06,43200.531454831995,-0.052231123605114504,0.8520659937681834
53,2022-04-07,43526.58280559332,0.007547392121836083,0.8598782088697468
54,2022-04-08,42307.70715376531,-0.028003017311788225,0.8574928249858974
55,2022-04-09,42772.67059905884,0.010990041214089974,0.8610209042798881
56,2022-04-10,42268.733034196666,-0.011781765267499078,0.8557011704936707
57,2022-04-11,39506.75336961831,-0.06534332747432559,0.8567155735583174
58,2022-04-12,40168.556330824256,0.016751641295710495,0.8515076928702764
59,2022-04-13,41161.49873770926,0.024719394909471726,0.8505860133951171
60,2022-04-14,39919.97210059123,-0.03016232827257659,0.854312865077028
61,2022-04-15,40546.2846225431,0.015689202396576674,0.8535638838206855
62,2022-04-16,40424.48329332248,-0.003004007157610067,0.8509743308295372
63,2022-04-17,39722.81541401445,-0.017357497787088394,0.8550125479737724
64,2022-04-18,40830.99198417304,0.027897734805766516,0.8528440076389467
65,2022-04-19,41502.28247948957,0.016440709928789987,0.8552716824758485
66,2022-04-20,41374.37820120313,-0.0030818613012345564,0.8663530950310834
67,2022-04-21,40527.36408353853,-0.02047194796609586,0.8575523710046926
68,2022-04-22,39740.3198538771,-0.019420069561866926,0.8576909543475502
69,2022-04-23,39486.728711324504,-0.006381205372403609,0.8542932019893951
70,2022-04-24,39485.89575200251,-2.1094665199727913e-05,0.862096652765894
71,2022-04-25,40480.77421078146,0.0251957930757718,0.8614264476498885
