,t,value,price,chg,ma,sd,value_de,pos,pos_t-1,trade,cost,long_trade,short_trade,pnl
0,2024-07-01 00:00:00,66.2226934055692,0.07717424791461701,,,,,0,,,,0,0,
1,2024-07-01 01:00:00,66.2665615869984,0.07823588791650901,0.013756402304905713,,,,0,0.0,0.0,0.0,0,0,0.0
2,2024-07-01 02:00:00,66.31912111569038,0.0775007384836,-0.009396575567641507,,,,0,0.0,0.0,0.0,0,0,-0.0
3,2024-07-01 03:00:00,66.34737043209205,0.077017370294491,-0.00623694946095632,,,,0,0.0,0.0,0.0,0,0,-0.0
4,2024-07-01 04:00:00,66.38031877860908,0.07715243681816,0.0017537150795015055,,,,0,0.0,0.0,0.0,0,0,0.0
5,2024-07-01 05:00:00,66.40904881596842,0.076632859368248,-0.006734426951887418,,,,0,0.0,0.0,0.0,0,0,-0.0
6,2024-07-01 06:00:00,66.43519053098929,0.07700823855741501,0.004898410319823521,,,,0,0.0,0.0,0.0,0,0,0.0
7,2024-07-01 07:00:00,66.44183117256702,0.077178607752567,0.0022123502412663143,,,,0,0.0,0.0,0.0,0,0,0.0
8,2024-07-01 08:00:00,66.44690837528742,0.077042563204765,-0.0017627235287549503,,,,0,0.0,0.0,0.0,0,0,-0.0
9,2024-07-01 09:00:00,66.44850568726942,0.07711774635378,0.0009758651047886424,,,,0,0.0,0.0,0.0,0,0,0.0
10,2024-07-01 10:00:00,66.45456157096073,0.076878228253432,-0.0031058752579361526,,,,0,0.0,0.0,0.0,0,0,-0.0
11,2024-07-01 11:00:00,66.46316187318148,0.076865125581542,-0.00017043410322636898,,,,0,0.0,0.0,0.0,0,0,-0.0
12,2024-07-01 12:00:00,66.47410997287089,0.076733404215706,-0.0017136687781282856,,,,0,0.0,0.0,0.0,0,0,-0.0
13,2024-07-01 13:00:00,66.47678288533486,0.075543787313818,-0.015503246780813384,,,,0,0.0,0.0,0.0,0,0,-0.0
14,2024-07-01 14:00:00,66.47497195934768,0.075469679033992,-0.000980997676462092,,,,0,0.0,0.0,0.0,0,0,-0.0
15,2024-07-01 15:00:00,66.46958104104137,0.07595238472701901,0.00639602154409058,,,,0,0.0,0.0,0.0,0,0,0.0
